word	when	label	sentences
@USDOT	2 During	High Intensity Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
$267	2 During	General Negative Complaint	@united @claudiasakuraba There is no excuse for that was done with that passenger. I will never fly @united again.
Ecuador	2 During	General Negative Complaint	RT @kathiegmt: @nycjim @united Is it possible they still don't realize what they did? Perhaps they are insane.
charging	2 During	General Negative Complaint	RT @kaylyn_davis: #flythefriendlyskies my husband was on that flight. Screw you United!! @united https://t.co/4EcxrMy5jZ
Says	2 During	General Negative Complaint	@nycjim @united OK then... United better lawyer up with the best here.
@marklongbottom_	2 During	General Negative Complaint	RT @that1melissa: #BoycottUnited This is no way to treat a paying customer. @United Your violence is sickening. https://t.co/4pV3f4XIDk
rabbits	2 During	Not a Complaint	@JohnTheCho @united Yes it is hard in fact impossible really.
Somebody	2 During	General Negative Complaint	RT @jonspaihts: @united "Re-accommodate!" You assaulted a paying customer	 knocked him out and dragged him off a plane.
re-accommodating	2 During	Low Intensity Complaint	RT @brdeprima: Please remember to double-check your flight reservation before booking with @united. https://t.co/NDkr9wPcVW
@UniNoticias:	2 During	High Intensity Complaint	RT @brdeprima: Please remember to double-check your flight reservation before booking with @united. https://t.co/NDkr9wPcVW
muere	2 During	General Negative Complaint	RT @ReaganBattalion: This is a doctor who paid for his ticket. He was dragged off his flight	 beaten up	 so a @united employee could tak…
uno	2 During	General Negative Complaint	RT @JayseDavid: @WHAS11 The doctor needed to work at the hospital the next day	 so he refused to "volunteer." @United decided to use force on doctor.
@AndrewCTE:	2 During	General Negative Complaint	RT @JayseDavid: @WHAS11 The doctor needed to work at the hospital the next day	 so he refused to "volunteer." @United decided to use force on doctor.
🍿😎	2 During	High Intensity Complaint	RT @elonjames: Amazing. @united CEO clearly knows they fucked up. Cops know they fucked up. But folks on Twitter been defending this fuckery all day.
NEWS:	2 During	Not a Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
settlement.	2 During	High Intensity Complaint	RT @Spacekatgal: Come fly the friendly skies on @united! #united3411 https://t.co/IvAahRth9e
coverage	2 During	General Negative Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
Chinese	2 During	General Negative Complaint	Fly the "friendly" skies of @united. No peaceful way to resolve overbooked flight. Plenty of seats will be open on future flights	 I'd bet. https://t.co/2Z8AgV7z3X
upgraded	2 During	General Negative Complaint	RT @jaketapper: Even more preposterous than "re-accommodate" is @United referring to the "involuntary de-boarding situation." https://t.co/TUQlAywBsX
@Kyle_AZ_	2 During	Not a Complaint	First this 👀👇	 and now @United is under even more scrutiny. https://t.co/m2dy5pxpG3
@edzitron	2 During	High Intensity Complaint	@united What an idiot... I would fire all of you right on the spot!!!! #pigs
wave	2 During	General Negative Complaint	RT @kaylyn_davis: #flythefriendlyskies @united no words. This poor man!! https://t.co/rn0rbeckwT
HEY	2 During	General Negative Complaint	RT @Tyler_Bridges: @united @FoxNews @CNN not a good way to treat a Doctor trying to get to work because they overbooked https://t.co/sj9oHk94Ik
@Jgross87	2 During	High Intensity Complaint	RT @kaylyn_davis: #flythefriendlyskies my husband was on that flight. Screw you United!! @united https://t.co/4EcxrMy5jZ
@ericvale	2 During	General Negative Complaint	@united Unacceptable behavior! Shame on you!
bins	2 During	General Negative Complaint	RT @JasperAvi: This @United story keeps getting worse! They removed a doctor... who refused because he had patients to see.…
@marcusdipaola:	2 During	General Negative Complaint	RT @JasperAvi: This @United story keeps getting worse! They removed a doctor... who refused because he had patients to see.…
green	2 During	Low Intensity Complaint	@united #UNITEDWeBOYCOTT https://t.co/S3wWLJ2SXp
@mskristinawong:	2 During	Not a Complaint	RT @leahmcelrath: This is assault. Assault. Brought to you by @united	 the airline who thinks 10 year old girls in leggings aren't p…
cheap.	2 During	High Intensity Complaint	RT @nycjim: .@united This is what the @United passenger looked like after he was forcibly removed from his seat.…
testify	2 During	General Negative Complaint	RT @HomeMckee: @SportsPlusShow @united That video clearly shows the bloke’s head being smashed off the armrest of the aisle seat opposite - shocking abuse.
@tankboy	2 During	High Intensity Complaint	@united this is more than shameful. https://t.co/xmzRIVN8js
booking.	2 During	General Negative Complaint	RT @nycjim: .@united This is what the @United passenger looked like after he was forcibly removed from his seat.…
😂Hah!😂	2 During	Not a Complaint	RT @SportsPlusShow: @united "re-accommodation" ?? @united please tell us what you meant by your earlier statement "Refused to Volunteer…
#Afganistan	2 During	Not a Complaint	@united Is this a voluntary response or did a computer randomly pick a response?
#BOMB	2 During	Not a Complaint	RT @united: United CEO response to United Express Flight 3411. https://t.co/rF5gNIvVd0
FAILED	2 During	Not a Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
#CrookedHillary	2 During	General Negative Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
campaign!👍🏼	2 During	General Negative Complaint	@united So	 If I spend money for a ticket on a flight	 I can then expect to have security forcefully remove me at @united 's whim...try it
💥💣#MOAB💣💥	2 During	General Negative Complaint	@united Only one word: appalling.
positive	2 During	General Negative Complaint	RT @AngryJoeShow: You @united easily could have kept raising the offer to volunteer. Apparently you don't consider a human being to be worth more than $800.
Fort	2 During	General Negative Complaint	RT @SabrinaShields: Media & @united : Stop saying United flight was overbooked. Needing seats for UNTICKETED employees is NOT overbooked. Employees not booked.
😋	2 During	Not a Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
$200	2 During	General Negative Complaint	RT @SabrinaShields: Media & @united : Stop saying United flight was overbooked. Needing seats for UNTICKETED employees is NOT overbooked. Employees not booked.
ring	2 During	General Negative Complaint	RT @kaylyn_davis: #flythefriendlyskies my husband was on that flight. Screw you United!! @united https://t.co/4EcxrMy5jZ
compared	2 During	Not a Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
began	2 During	Not a Complaint	RT @WoofRph: Dear @united u can't treat people like animals because of YOUR screwup. His flight was just as important to him #BoycottUnitedAirlines
🤞🏼	2 During	Not a Complaint	@bessbell @prattas @united https://t.co/FW73xeEl02
outa	2 During	General Negative Complaint	RT @Mr_McStevie: It's crazy but	 if phone cameras didn't exist	 @United would have probably gotten away with this type of disgusting behavior completely.
#DrainTheSwamp	2 During	General Negative Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
@codysaintgnue:	2 During	Not a Complaint	How @United solves their problems https://t.co/6i05GPQrBY
orrr	2 During	Not a Complaint	How @United solves their problems https://t.co/6i05GPQrBY
Nah	2 During	Not a Complaint	RT @muhabirgazeteci: Differences between @united and @TurkishAirlines :) https://t.co/KajEveDFQ8
classy.	2 During	Low Intensity Complaint	RT @muhabirgazeteci: Differences between @united and @TurkishAirlines :) https://t.co/KajEveDFQ8
teacher	2 During	High Intensity Complaint	RT @comermd: Next time you choose an airline	 just remember how @united chooses "volunteers" #mondaymotivation #United…
student	2 During	High Intensity Complaint	RT @kaylyn_davis: @lenka_ @JuliaDavisNews @united Yes. https://t.co/DvqAMY9DEQ
hallway	2 During	Not a Complaint	RT @jonspaihts: @united "Re-accommodate!" You assaulted a paying customer	 knocked him out and dragged him off a plane.
@Barnacules:	2 During	High Intensity Complaint	RT @Pornhub: . @united You are literally the most disgusting	 unbelievable	 and despicable people in the world	 and im a fucking porn site.
destroying	2 During	Not a Complaint	Hey @united I have a couple mice in my house that need "re-accommodation". Any tips?
there-	2 During	Low Intensity Complaint	RT @Bitch_NextDoor1: I agree the @united incident was awful & totally got out of control but why not just get up & leave instead of being dragged?
California	2 During	General Negative Complaint	RT @ChloeBennet4: Well @united acted entirely presidential today. Fucking gross. And Chicago PD should be ashamed.
off!!!	2 During	General Negative Complaint	RT @ChloeBennet4: Well @united acted entirely presidential today. Fucking gross. And Chicago PD should be ashamed.
@Big_Tah47	2 During	General Negative Complaint	@united Why let passengers board in the first place if there aren't enough seats? #united
2145	2 During	High Intensity Complaint	RT @Pornhub: . @united You are literally the most disgusting	 unbelievable	 and despicable people in the world	 and im a fucking porn site.
@thepointsguy:	2 During	Not a Complaint	RT @ShooterMcGavin_: BREAKING: @United announces new slogan https://t.co/a6CG1iGRm2
TPG	2 During	Low Intensity Complaint	RT @SportsPlusShow: .#UnitedAirlines @united kicked off Doctor so employees can fly? Looks like they used a stun gun on him too	 very s…
writer:	2 During	High Intensity Complaint	RT @ShaunKing: Dear @United	 What you did here	 and your bullshit excuse afterwords	 is completely inexcusable. This is going t…
#CompassionateAccountability	2 During	General Negative Complaint	RT @jonspaihts: @united Pro-tip for penitent corporations: Orwellian doublespeak doesn't really signal that you "get it."
Post	2 During	General Negative Complaint	RT @juliamacfarlane: A passenger on that @United flight who watched as an Asian doctor was violently removed from his seat due to overbo…
late!	2 During	General Negative Complaint	@DavidMichael0 @united Same. They are awful and I am surprised anyone bothers with them. Go for Delta	 AA or British Airways.
HELL⁉️	2 During	General Negative Complaint	RT @EGriff24: United is about to empty their pockets. Smh RT @kaylyn_davis: #flythefriendlyskies @united no words. This poor man!! https://t.co/qvKuQJUKr4
thing?	2 During	General Negative Complaint	Of course @united Twitter account hasn't tweeted for hours.
America-Hating	2 During	Not a Complaint	@joepabike @realDonaldTrump @united @GOP @rmayemsinger https://t.co/XQVNw69Yyw
left?	2 During	Low Intensity Complaint	RT @ShaunKing: Dear @United	 What you did here	 and your bullshit excuse afterwords	 is completely inexcusable. This is going t…
🇺🇸#AmericaFirst🇺🇸	2 During	General Negative Complaint	RT @ShaunKing: Dear @United	 What you did here	 and your bullshit excuse afterwords	 is completely inexcusable. This is going t…
🚂🚋#MAGA🚃🇺🇸	2 During	General Negative Complaint	RT @Mikel_Jollett: Seriously	 fuck @United. This is a doctor who had to be at work. They did this to him so some staff could fly. https://t.co/wT3cjGcOJo
😂😂😂😂	2 During	Not a Complaint	RT @stephenlaca: Classic @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/UaiSKz2bHD
@lucianwintrich:	2 During	General Negative Complaint	RT @Mikel_Jollett: Seriously	 fuck @United. This is a doctor who had to be at work. They did this to him so some staff could fly. https://t.co/wT3cjGcOJo
course!	2 During	General Negative Complaint	RT @RobbieAmell: How the fuck does it get to this? Put your employees on another flight @united. And hold these enforcers accountab…
#France	2 During	General Negative Complaint	@BuzzFeedNews @JayseDavid @united awful. Good luck with the lawsuit
Ohare	2 During	General Negative Complaint	Just gets worse and worse @united https://t.co/7wVsJT8NML
Muñoz	2 During	Low Intensity Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
@levibenton:	2 During	General Negative Complaint	@StevanPopo @JayseDavid @united did they taser him?! Thats messed up
@OfficialBradlee	2 During	General Negative Complaint	@StevanPopo @JayseDavid @united did they taser him?! Thats messed up
Plane	2 During	High Intensity Complaint	RT @Doctor_Mauldin: #UnitedJourney my way to the @Delta terminal because they treat customers first class. Unlike you @united. Hope airports decide to drop you.
healthcare	2 During	Not a Complaint	@madkins66 @elyon113 @Mikel_Jollett @united on what basis to sue	 be specific.
Owners	2 During	General Negative Complaint	RT @kaylyn_davis: #flythefriendlyskies @united no words. This poor man!! https://t.co/rn0rbeckwT
Man's	2 During	High Intensity Complaint	RT @Pornhub: . @united You are literally the most disgusting	 unbelievable	 and despicable people in the world	 and im a fucking porn site.
Taping	2 During	General Negative Complaint	RT @Mikel_Jollett: Seriously	 fuck @United. This is a doctor who had to be at work. They did this to him so some staff could fly. https://t.co/wT3cjGcOJo
onboard.	2 During	General Negative Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
alianza	2 During	General Negative Complaint	RT @JasperAvi: This @United story keeps getting worse! They removed a doctor... who refused because he had patients to see.…
LA.	2 During	High Intensity Complaint	@xztendo @united some grade-a top-notch scum bags
bags?	2 During	Low Intensity Complaint	@xztendo @united some grade-a top-notch scum bags
cup:	2 During	Not a Complaint	RT @kaylyn_davis: #flythefriendlyskies @united no words. This poor man!! https://t.co/rn0rbeckwT
#Newark	2 During	General Negative Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
#Dallas	2 During	General Negative Complaint	RT @blogilates: I am so upset after watching this: https://t.co/vwVQZ9x8sZ @united deserves no more business. This is NOT how you treat your customers.
#DFW	2 During	General Negative Complaint	RT @Jauzofficial: Here's the video no one is sharing yet. Always hated @united but this is the nail in the coffin https://t.co/2ipzj21mrG
$77	2 During	General Negative Complaint	@united I'll bet the doctor is feeling black and blue.
omm!	2 During	General Negative Complaint	RT @MLTrogdon: Wow @United... This horrifying incident is going to cost you way more than $800 and a hotel voucher. Hope it was worth it!!! #dontflyunited
@kyletiney	2 During	General Negative Complaint	RT @wilw: Me: "I'm pretty sure that @united can't get any worse." @united: "Hold my tiny airplane bottle of booze."
@fer_jz	2 During	High Intensity Complaint	@DeliriousAlien @Jauzofficial @united Pretty sure he's saying "don't kill me"
transfer	2 During	Not a Complaint	@afalli @united Same here. Haven't flown with them in over 4yrs.
@CNNMoney:	2 During	High Intensity Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
Investors	2 During	Not a Complaint	RT @JackHTX: This must be @united 's training video https://t.co/yeqjCv55Z8
happier	2 During	Not a Complaint	RT @iainthomson: Read this threat and ask yourself if @united is the airline for you. https://t.co/g9NMUNvIal
@zilchzombie:	2 During	Not a Complaint	RT @jaketapper: CEO of @United says "I apologize for having to re-accommodate these customers." https://t.co/5R38GAGr9c
nuggs	2 During	Not a Complaint	RT @kaylyn_davis: #flythefriendlyskies @united no words. This poor man!! https://t.co/rn0rbeckwT
$700	2 During	Not a Complaint	@ACLU Will you be involved in any way with the @united incident?
@truthorrtweet	2 During	High Intensity Complaint	@united Damage done	 I'm afraid. What a colossal disaster. Why the hell would you treat people like that?
groups	2 During	General Negative Complaint	@united WHAT THE HELL IS WRONG WITH THE PEOPLE WORKING AT THIS AIRLINE? Again	 really? https://t.co/L2a76yycQ7
25	2 During	High Intensity Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
evacuated	2 During	Not a Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
#unitedfail	2 During	General Negative Complaint	RT @kaylyn_davis: #flythefriendlyskies @united my husband had to deboard because of the blood https://t.co/AMywCaPlnC
#breaking	2 During	Low Intensity Complaint	RT @Mikel_Jollett: Seriously	 fuck @United. This is a doctor who had to be at work. They did this to him so some staff could fly. https://t.co/wT3cjGcOJo
Alert	2 During	Not a Complaint	RT @Mikel_Jollett: Seriously	 fuck @United. This is a doctor who had to be at work. They did this to him so some staff could fly. https://t.co/wT3cjGcOJo
warns	2 During	Not a Complaint	@VigilanteJrnlst @united @RebelSpeducator @An0nKn0wledge @t0p_100 @EdLatimore @nite0wl_2600 @BrianOkert @ValentineTheSD @zachhaller Lets not talk about it	 eh?
“Information	2 During	High Intensity Complaint	RT @Reflog_18: When you know you have a PR nightmare @united... https://t.co/PPqtwuHn5b
deck	2 During	General Negative Complaint	RT @SportsPlusShow: .#UnitedAirlines @united kicked off Doctor so employees can fly? Looks like they used a stun gun on him too	 very s…
compromised”	2 During	High Intensity Complaint	Fuck your @united! Quit flying you in 2013 and never looked back! Hops aren't ideal but never been treated w/o respect. Go @Delta!
#Nurse	2 During	Not a Complaint	RT @MatthewACherry: When @United needs your seat because your flight is overbooked https://t.co/UWANTG1aUE
#PeeInACup	2 During	Not a Complaint	@charliejds @united Wot customer service..? *Deebo voice*
lavatory.	2 During	General Negative Complaint	RT @reDQlus: @SheWhoVotes @olgaNYC1211 @TSA @CustomsBorder @united And your lawsuit will make it to @Scotus where an…
DEN.	2 During	General Negative Complaint	@united So many problems with this. https://t.co/QBIH8yQj8i
expenses.	2 During	General Negative Complaint	@united So many problems with this. https://t.co/QBIH8yQj8i
@JenniferTilly:	2 During	Not a Complaint	RT @MikeSimms99: @kaylyn_davis @united https://t.co/zJtZcqrSIv
#Polaris	2 During	Not a Complaint	@nycjim @united Since when do you pull a passenger that has already taken THEIR seat for an overbooked flight? He had a seat. Bump the late arrivals. Shame!
summer.	2 During	General Negative Complaint	RT @sebroche: Never ever fly this garbage of an airline @united . I hope with all my heart that this man sues this awful company…
noon.	2 During	Not a Complaint	@Euan_C_ @cberedjick @everardo_loves @united Hey Euan was that United who called to have a passenger removed from a flight? Or the police just magically knew?
assistance.	2 During	Not a Complaint	RT @sankrant: @jonspaihts @united Fixed it up a few more places. https://t.co/TzT21sXzgw
#777	2 During	General Negative Complaint	RT @SylviaNgSocial: This is how @United Airlines treat their paying customers by assaulting them to "volunteer" their seats. #united https://t.co/mJlqA9wTJs
onboard	2 During	Not a Complaint	RT @juliamacfarlane: A passenger on that @United flight who watched as an Asian doctor was violently removed from his seat due to overbo…
time…	2 During	General Negative Complaint	RT @leahmcelrath: This is assault. Assault. Brought to you by @united	 the airline who thinks 10 year old girls in leggings aren't p…
Food	2 During	Not a Complaint	RT @ReaganBattalion: This is a doctor who paid for his ticket. He was dragged off his flight	 beaten up	 so a @united employee could tak…
3+	2 During	High Intensity Complaint	RT @JayzTwoCents: @askceil @flightbomb @domosauce @Tyler_Bridges @united @FoxNews @CNN There's always some dipshit out there defendin…
heat	2 During	Not a Complaint	@regulardoge @BarbArn @united I only voted for him because the alternative was an old side of beef someone threw into the back of a black van.
Newark's	2 During	Low Intensity Complaint	RT @united: United CEO response to United Express Flight 3411. https://t.co/rF5gNIvVd0
content	2 During	High Intensity Complaint	RT @karrueche: I will NEVER fly @united after watching video of that man get pulled and dragged off that flight. Shame on you @united!!!!!!!
featuring	2 During	General Negative Complaint	RT @karrueche: I will NEVER fly @united after watching video of that man get pulled and dragged off that flight. Shame on you @united!!!!!!!
Virgin	2 During	General Negative Complaint	RT @djok_er: @Reflog_18 @united The first rule of United Airlines is DO NOT FLY UNITED AIRLINES
!!!!!!!!!!	2 During	Not a Complaint	@JonTronShow @united people saying "It's not United's fault!" even though they fully booked a flight meant to have 4 seats open for employees
photos	2 During	General Negative Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
O'Hare.	2 During	General Negative Complaint	RT @juliamacfarlane: A passenger on that @United flight who watched as an Asian doctor was violently removed from his seat due to overbo…
custserv	2 During	High Intensity Complaint	@princesssxlea look what @united did to our cousin! I will never fly with them ever 🙅🏾 https://t.co/UUPfqGGyai
area.	2 During	Not a Complaint	RT @jaketapper: CEO of @United says "I apologize for having to re-accommodate these customers." https://t.co/5R38GAGr9c
faster	2 During	General Negative Complaint	RT @BanjoHfuhruhur: @ThePixelFactor If @united did trains	 they would probably be the most overbooked trains in the world #Heineken https://t.co/J2WRqBAw91
$739	2 During	General Negative Complaint	@united @ChiBizJournal We all came together to show that the actions of your company are deplorable and slimy at best
Seoul	2 During	Not a Complaint	How @united asks for volunteers #united https://t.co/xBlETAzukC
(ICN):	2 During	High Intensity Complaint	RT @jonspaihts: @united Bigger picture: overbooking and then "bumping" paying customers is an outrageous business practice that onl…
Blarf.	2 During	Not a Complaint	RT @iron_charioteer: @united training video. #FlyTheFriendlySkies #flight3411 https://t.co/4d2Pj3mkpu
😣✈️	2 During	Not a Complaint	RT @JackHTX: This must be @united 's training video https://t.co/yeqjCv55Z8
#flythefriendlyskys	2 During	General Negative Complaint	You might want to brush up on your martial arts training before you accept this offer from @united #UnitedFail https://t.co/nMUUGrEd7h
disappointing	2 During	High Intensity Complaint	#OscarMunoz #BoycottUnitedAirlines @cnn @united @FoxNews @NBCNews @NPR someone needs to be fired over this	 the CEO who condones overbooking https://t.co/t9rhOJnPfZ
request.	2 During	General Negative Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
soooo	2 During	Not a Complaint	@united customer's lives matter. https://t.co/PGqjPYcDk9
esp	2 During	General Negative Complaint	@united Seriously?! Hopefully the man will be fine	 and sue your wings off! Airlines should STOP overbooking	 they all do it!! #shameonyou
you..	2 During	General Negative Complaint	RT @nycjim: .@united This is what the @United passenger looked like after he was forcibly removed from his seat.…
"shortly"	2 During	Not a Complaint	RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se…
60	2 During	Low Intensity Complaint	RT @MonkeyMarilyn: When @United is overbooked and "asks" for volunteers https://t.co/gYO1w59mNI
x3	2 During	General Negative Complaint	RT @eliverling: The craziest thing about this whole @united is that I'll still get my ass beat on their flights 10x over before I ever fly…
charity	2 During	General Negative Complaint	@neontaster Come see the violence inherent at @united! Help	 help I'm being reaccommodated! #UnitedMovieLines
TCI.	2 During	Low Intensity Complaint	@neontaster Come see the violence inherent at @united! Help	 help I'm being reaccommodated! #UnitedMovieLines
@msaguilar777:	2 During	General Negative Complaint	I can't stand this video any longer! @united this is such a disgrace! What a shame for aviation! You disgust me! https://t.co/fci2FMYMjC
Repulsed	2 During	Not a Complaint	RT @Omri_Rawrlan: @united Here. Fixed it for you. https://t.co/cz9WgP26fb
unfairly	2 During	Not a Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
#elderly	2 During	Not a Complaint	RT @yapings: Dear @united	 you forget your own tweets saying how you can't force people to move? @JayseDavid @Tyler_Bridges…
bizclass.	2 During	General Negative Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
#discrimination!…	2 During	General Negative Complaint	RT @kaylyn_davis: #flythefriendlyskies @united no words. This poor man!! https://t.co/rn0rbeckwT
@PHXSkyHarbor	2 During	Not a Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
flight!!	2 During	Low Intensity Complaint	shame on you @united ！！！
customer!	2 During	General Negative Complaint	shame on you @united ！！！
it.#frustrated	2 During	Not a Complaint	RT @k23kelly: @Reflog_18 @united How @united asks for volunteers on an overbooked flight https://t.co/YX8TtJ8zsb
MP	2 During	Not a Complaint	@united is that how all your "overbooked" passengers treated?
mo	2 During	Not a Complaint	RT @vonstrenginho: @nickboorer @JayseDavid @hrtbps @united It's legit. https://t.co/yIO65RAj14
June	2 During	General Negative Complaint	RT @cberedjick: @everardo_loves @united They should have owned up to assault.
toilet	2 During	General Negative Complaint	Ever have a restaurant take your meal & give to staff because they didn't eat yet? #overbooking #badbusiness @united #assault #Passengers https://t.co/Yk3bW64qV9
password.	2 During	Low Intensity Complaint	Ever have a restaurant take your meal & give to staff because they didn't eat yet? #overbooking #badbusiness @united #assault #Passengers https://t.co/Yk3bW64qV9
Heathrow	2 During	General Negative Complaint	RT @Tyler_Bridges: @united @CNN @FoxNews @WHAS11 Man forcibly removed from plane somehow gets back on still bloody from being removed https://t.co/njS3nC0pDl
Great.	2 During	General Negative Complaint	Remember Tyler Durden's Third rule of Fight Club: someone yells "stop!"	 goes limp	 taps out	 the fight is over. @united https://t.co/k8J3XRJOOZ
July.	2 During	General Negative Complaint	RT @kaylyn_davis: #flythefriendlyskies @united no words. This poor man!! https://t.co/rn0rbeckwT
@PKBickerstaffe	2 During	Not a Complaint	@JayseDavid @united @BBCNews @cnnbrk @CNN @abcWNN a story that might attract you
EU	2 During	General Negative Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
continued	2 During	Not a Complaint	RT @kaylyn_davis: @YoureFatGuy @united That is what I heard. He hit his head pretty hard earlier. He looks terrified and very confused.
699.	2 During	General Negative Complaint	RT @JohnTheCho: It's hard not to see a connection between the environment Trump has created and what happened on that @united flight.
Seated	2 During	High Intensity Complaint	RT @businessinsider: People are outraged by this shocking video showing a passenger forcibly dragged off a @United Airlines plane https://t.co/ImhvvmnXkL
door.	2 During	High Intensity Complaint	Well	 @united I haven't flown with you in a long time because y'all suck. Avoiding being assaulted is one more reason to avoid you. #united
Older	2 During	General Negative Complaint	@SofieDenied @CHRISVOSS @united Why the heck is that guy bleeding from the mouth!? Holy smokes!
blonde	2 During	General Negative Complaint	Hey @united fight me
hire.	2 During	High Intensity Complaint	@united Absolutely shocking airlines think they have a right these days to bully passengers!! You assaulted an innocent man!!
👎👎	2 During	General Negative Complaint	RT @GuyRoutte: You know who's happy about that @united video? @pepsi	 that's who!!!
thanks!	2 During	Not a Complaint	@fordvox @united Agree! No airline is perfect but their actions & recent response given for same were deplorable & pathetic	 respectively	 so #IamUnUnited
URL	2 During	Not a Complaint	RT @MatthewACherry: When @United needs your seat because your flight is overbooked https://t.co/UWANTG1aUE
AH	2 During	General Negative Complaint	crazy to read especially after half my family was hassled for and declined tickets to travel to belize with me just friday on @united
1.75	2 During	General Negative Complaint	@united your never my 1st choice now your my last choice I'll fly @AlaskaAir @Delta @VirginAmerica @SouthwestAir before you
#SimpleReally	2 During	High Intensity Complaint	@united No need. Never flying this crazy airline.
Joy	2 During	Not a Complaint	RT @united: United CEO response to United Express Flight 3411. https://t.co/rF5gNIvVd0
hassel	2 During	Not a Complaint	@united ALM Asian lives matter!!!
cheers	2 During	High Intensity Complaint	RT @SofieDenied: It would have cost @united less to send this guy on a private jet than it will be to settle his lawsuit.…
Lufthansa	2 During	General Negative Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
attached	2 During	General Negative Complaint	RT @OfficialJoelF: Passenger dragged off @united flight bc it was overbooked heard saying "just kill me" in this video https://t.co/OzZBXPQ8yb
testing	2 During	High Intensity Complaint	@united I hope you guys pay out your ass! I hope he lawyers up!
pleasure	2 During	High Intensity Complaint	@united How about someone Reaccomadte-accommodate your face and we'll see how you feel about that??
#CostaRica	2 During	High Intensity Complaint	@Zendaya @Stephh116 Fuuuuuuck @united
ACCESS	2 During	General Negative Complaint	@Zendaya @Stephh116 Fuuuuuuck @united
computer!!!	2 During	General Negative Complaint	RT @SportsPlusShow: @united "re-accommodation" ?? @united please tell us what you meant by your earlier statement "Refused to Volunteer…
chain	2 During	Not a Complaint	RT @jonspaihts: @united A gentle suggestion: https://t.co/VhvFIc4QO3
‘eco-skies’	2 During	General Negative Complaint	RT @AlamoNYC: This woman also refused to give up her seat on @united https://t.co/lT67LeMxVE
wheels	2 During	Not a Complaint	RT @AlamoNYC: This woman also refused to give up her seat on @united https://t.co/lT67LeMxVE
Awful.	2 During	High Intensity Complaint	@united I am outraged at the treatment of a fellow passenger! That could be anyone of us! Not another dime from me! #boycottunited
Canadian	2 During	Not a Complaint	Screw @united airline. I would never fly with them. This isn't the first time something like this has happened. Pathetic.
legislation	2 During	Not a Complaint	The @pepsi PR team after realizing everyone has shifted focus to @united. https://t.co/byJctx9Wcs
@CTVCourtney	2 During	Not a Complaint	RT @nycjim: It’s going to take a long time for @United to erase this image from customers’ minds. https://t.co/QzmZgbFQAp https://t.co/h9gu6IYS3o
According	2 During	General Negative Complaint	@CattHarmony @F4R4D4YDC414 @united @AmericanAir Your in flight entertainment will be "Easy Street" on repeat over and over and over again
answers.	2 During	Low Intensity Complaint	Ummm sure glad I've never flown @united I guess??? Wow.
